"up","Age,JobInvolvement,JobRole,JobSatisfaction,MonthlyIncome_L,OverTime,StockOptionLevel,WorkLifeBalance","TRUE","3","3","0.01267327","0.4777228","0.490396","0.023630221","0.03016352","0.022379042","0.7499558","0.7866682","0.7429132","0.8263826","0.773586","0.8168317","0.7652923"
"up","Department,JobInvolvement,JobLevel,OverTime,StockOptionLevel,WorkLifeBalance,YearsWithCurrManager","TRUE","1","5.0","0.01940594","0.5763366","0.5569307","0.001832422","0.04231495","0.005916793","0.8129508","0.7458746","0.8258002","0.8269137","0.8147832","0.7881895","0.8198834"
