"","model","predicted_threshold","predicted_acc","predicted_sen","predicted_spec","actual_threshold","actual_acc","actual_sen","actual_spec","features","fL","usekernel","adjust","seed"
"110","down",0.49,0.715271571457732,0.77060606060606,0.704424313267095,0.56,0.862068965517241,0.821428571428571,0.86986301369863,"Gender,JobInvolvement,JobRole,JobSatisfaction,MonthlyIncome_L,OverTime,StockOptionLevel,WorkLifeBalance",1.5,TRUE,2.5,1234
"111","rose",0.46,0.712058320940133,0.788939393939394,0.697241379310345,0.52,0.827586206896552,0.821428571428571,0.828767123287671,"Gender,JobInvolvement,JobRole,JobSatisfaction,MonthlyIncome_L,OverTime,StockOptionLevel,WorkLifeBalance",4.5,TRUE,1.5,1234
"112","up",0.5,0.72334068177179,0.753787878787878,0.717481005260082,0.65,0.850574712643678,0.75,0.86986301369863,"Department,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,OverTime,StockOptionLevel,WorkLifeBalance",5,FALSE,3,1234
"113","down",0.48,0.698312833522876,0.768939393939394,0.684652250146113,0.59,0.82183908045977,0.75,0.835616438356164,"Department,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,OverTime,StockOptionLevel,WorkLifeBalance",5,FALSE,5,1234
"114","rose",0.46,0.705259265739364,0.761363636363636,0.694529514903565,0.57,0.82183908045977,0.821428571428571,0.821917808219178,"Department,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,OverTime,StockOptionLevel,WorkLifeBalance",3.5,TRUE,1.5,1234
"115","up",0.4,0.683692648645496,0.838181818181818,0.65416130917592,0.6,0.85632183908046,0.785714285714286,0.86986301369863,"Age,JobInvolvement,JobRole,JobSatisfaction,MonthlyIncome_L,OverTime,StockOptionLevel,WorkLifeBalance",3,TRUE,3,1234
"116","down",0.46,0.705547021257983,0.792272727272727,0.688825248392753,0.54,0.78735632183908,0.857142857142857,0.773972602739726,"Age,JobInvolvement,JobRole,JobSatisfaction,MonthlyIncome_L,OverTime,StockOptionLevel,WorkLifeBalance",0.5,TRUE,3,1234
"117","rose",0.48,0.737893914209897,0.761969696969697,0.73322618351841,0.56,0.839080459770115,0.821428571428571,0.842465753424658,"Age,JobInvolvement,JobRole,JobSatisfaction,MonthlyIncome_L,OverTime,StockOptionLevel,WorkLifeBalance",4,TRUE,1.5,1234
"118","up",0.57,0.778570028868865,0.673181818181818,0.798714202220923,0.58,0.850574712643678,0.785714285714286,0.863013698630137,"Age,JobInvolvement,JobRole,MonthlyIncome_L,OverTime,StockOptionLevel",5,TRUE,4.5,1234
"119","down",0.55,0.751457790219578,0.704242424242424,0.760432495616599,0.54,0.82183908045977,0.785714285714286,0.828767123287671,"Age,JobInvolvement,JobRole,MonthlyIncome_L,OverTime,StockOptionLevel",1.5,TRUE,4,1234
"120","rose",0.54,0.781026448546351,0.684242424242424,0.799707773232028,0.54,0.82183908045977,0.785714285714286,0.828767123287671,"Age,JobInvolvement,JobRole,MonthlyIncome_L,OverTime,StockOptionLevel",1,TRUE,5,1234
"121","up",0.52,0.740721371708512,0.726969696969697,0.7431268264173,0.63,0.873563218390805,0.714285714285714,0.904109589041096,"Department,JobInvolvement,JobRole,JobSatisfaction,MonthlyIncome_L,OverTime,StockOptionLevel",4.5,TRUE,1.5,1234
"122","down",0.52,0.727583763450267,0.752424242424242,0.722898889538282,0.59,0.833333333333333,0.75,0.849315068493151,"Department,JobInvolvement,JobRole,JobSatisfaction,MonthlyIncome_L,OverTime,StockOptionLevel",3.5,TRUE,3.5,1234
"123","rose",0.58,0.767597060624617,0.676515151515151,0.784956165984804,0.61,0.850574712643678,0.785714285714286,0.863013698630137,"Department,JobInvolvement,JobRole,JobSatisfaction,MonthlyIncome_L,OverTime,StockOptionLevel",3.5,FALSE,4,1234
"124","up",0.51,0.732424809727933,0.766212121212121,0.726031560490941,0.77,0.925287356321839,0.678571428571429,0.972602739726027,"JobInvolvement,JobRole,JobSatisfaction,MonthlyIncome_L,OverTime,StockOptionLevel,WorkLifeBalance,YearsWithCurrManager",4.5,TRUE,4,1234
"125","down",0.53,0.73762033067973,0.748333333333333,0.735634132086499,0.64,0.844827586206897,0.714285714285714,0.86986301369863,"JobInvolvement,JobRole,JobSatisfaction,MonthlyIncome_L,OverTime,StockOptionLevel,WorkLifeBalance,YearsWithCurrManager",4,TRUE,5,1234
"126","rose",0.52,0.753418773510629,0.729848484848485,0.757749853886616,0.67,0.885057471264368,0.75,0.910958904109589,"JobInvolvement,JobRole,JobSatisfaction,MonthlyIncome_L,OverTime,StockOptionLevel,WorkLifeBalance,YearsWithCurrManager",4.5,TRUE,3.5,1234
"127","up",0.62,0.825819438369347,0.58469696969697,0.871940385739334,0.73,0.902298850574713,0.714285714285714,0.938356164383562,"JobInvolvement,JobRole,OverTime,StockOptionLevel,WorkLifeBalance",4.5,TRUE,5,1234
"128","down",0.56,0.777077246085207,0.677272727272727,0.79624780829924,0.72,0.867816091954023,0.714285714285714,0.897260273972603,"JobInvolvement,JobRole,OverTime,StockOptionLevel,WorkLifeBalance",1,TRUE,3,1234
"129","rose",0.61,0.811156562563788,0.617272727272727,0.848287551139685,0.68,0.902298850574713,0.714285714285714,0.938356164383562,"JobInvolvement,JobRole,OverTime,StockOptionLevel,WorkLifeBalance",0.5,TRUE,4,1234
"130","up",0.42,0.677831510803954,0.828787878787879,0.648924605493863,0.49,0.810344827586207,0.857142857142857,0.801369863013699,"Age,Gender,JobInvolvement,JobRole,OverTime,StockOptionLevel",5,TRUE,2,1234
"131","down",0.49,0.709490041699472,0.771060606060606,0.697574517825833,0.51,0.793103448275862,0.821428571428571,0.787671232876712,"Age,Gender,JobInvolvement,JobRole,OverTime,StockOptionLevel",1,FALSE,5,1234
"132","rose",0.48,0.721521651649025,0.744696969696969,0.717142022209234,0.56,0.810344827586207,0.821428571428571,0.808219178082192,"Age,Gender,JobInvolvement,JobRole,OverTime,StockOptionLevel",3.5,TRUE,2,1234
"133","up",0.5,0.746361764791649,0.771515151515151,0.741472822910578,0.57,0.810344827586207,0.785714285714286,0.815068493150685,"JobInvolvement,JobLevel,JobSatisfaction,OverTime,StockOptionLevel,WorkLifeBalance,YearsWithCurrManager",4,TRUE,1.5,1234
"134","down",0.51,0.729184381652233,0.762121212121212,0.722834599649328,0.71,0.873563218390805,0.75,0.897260273972603,"JobInvolvement,JobLevel,JobSatisfaction,OverTime,StockOptionLevel,WorkLifeBalance,YearsWithCurrManager",2,TRUE,1,1234
"135","rose",0.49,0.728932085265215,0.747575757575757,0.72531268264173,0.56,0.839080459770115,0.785714285714286,0.849315068493151,"JobInvolvement,JobLevel,JobSatisfaction,OverTime,StockOptionLevel,WorkLifeBalance,YearsWithCurrManager",1.5,TRUE,2,1234
"136","up",0.49,0.732403639226665,0.726818181818182,0.733506721215664,0.61,0.833333333333333,0.678571428571429,0.863013698630137,"Gender,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,OverTime",2,FALSE,3,1234
"137","down",0.59,0.79366377978013,0.635,0.824324956165985,0.59,0.793103448275862,0.785714285714286,0.794520547945205,"Gender,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,OverTime",1,FALSE,4,1234
"138","rose",0.47,0.704465051176625,0.73560606060606,0.698474576271187,0.49,0.741379310344828,0.821428571428571,0.726027397260274,"Gender,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,OverTime",1.5,TRUE,1,1234
"139","up",0.54,0.751042020237366,0.713787878787879,0.758147282291058,0.58,0.82183908045977,0.785714285714286,0.828767123287671,"Department,Gender,JobInvolvement,JobRole,JobSatisfaction,MonthlyIncome_L,OverTime,StockOptionLevel",2.5,TRUE,2.5,1234
"140","down",0.48,0.69643262473391,0.797424242424242,0.676884862653419,0.69,0.908045977011494,0.714285714285714,0.945205479452055,"Department,Gender,JobInvolvement,JobRole,JobSatisfaction,MonthlyIncome_L,OverTime,StockOptionLevel",3.5,TRUE,1,1234
"141","rose",0.49,0.709376549149972,0.764393939393939,0.698889538281707,0.65,0.885057471264368,0.75,0.910958904109589,"Department,Gender,JobInvolvement,JobRole,JobSatisfaction,MonthlyIncome_L,OverTime,StockOptionLevel",2.5,FALSE,1,1234
"142","up",0.51,0.739106756480914,0.726363636363636,0.741507890122735,0.62,0.867816091954023,0.75,0.89041095890411,"JobInvolvement,JobRole,JobSatisfaction,MonthlyIncome_L,OverTime,StockOptionLevel,WorkLifeBalance",4.5,TRUE,4.5,1234
"143","down",0.52,0.745376957396553,0.756515151515151,0.743495032144945,0.57,0.810344827586207,0.785714285714286,0.815068493150685,"JobInvolvement,JobRole,JobSatisfaction,MonthlyIncome_L,OverTime,StockOptionLevel,WorkLifeBalance",3,TRUE,2.5,1234
"144","rose",0.52,0.751981978829499,0.721060606060606,0.757936879018118,0.68,0.885057471264368,0.678571428571429,0.924657534246575,"JobInvolvement,JobRole,JobSatisfaction,MonthlyIncome_L,OverTime,StockOptionLevel,WorkLifeBalance",1.5,TRUE,1.5,1234
"145","up",0.54,0.7659299565509,0.722272727272727,0.774395090590298,0.59,0.862068965517241,0.75,0.883561643835616,"JobInvolvement,JobRole,MonthlyIncome_L,OverTime,StockOptionLevel,WorkLifeBalance",3.5,TRUE,4,1234
"146","down",0.59,0.784159566092205,0.649090909090909,0.810298071303331,0.56,0.833333333333333,0.75,0.849315068493151,"JobInvolvement,JobRole,MonthlyIncome_L,OverTime,StockOptionLevel,WorkLifeBalance",1.5,TRUE,4.5,1234
"147","rose",0.47,0.713750386376228,0.801363636363636,0.696925774400935,0.64,0.873563218390805,0.75,0.897260273972603,"JobInvolvement,JobRole,MonthlyIncome_L,OverTime,StockOptionLevel,WorkLifeBalance",2,TRUE,1.5,1234
"148","up",0.5,0.721175633511212,0.726060606060606,0.720490940970193,0.69,0.896551724137931,0.678571428571429,0.938356164383562,"Gender,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome_L,OverTime,WorkLifeBalance",0.5,TRUE,4.5,1234
"149","down",0.59,0.776180736593474,0.639848484848485,0.802051431911163,0.53,0.770114942528736,0.821428571428571,0.76027397260274,"Gender,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome_L,OverTime,WorkLifeBalance",0,TRUE,4.5,1234
"150","rose",0.54,0.76003475928032,0.67560606060606,0.776317942723553,0.48,0.775862068965517,0.857142857142857,0.76027397260274,"Gender,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome_L,OverTime,WorkLifeBalance",2,TRUE,2,1234
"151","up",0.4,0.667845216224886,0.814242424242424,0.639713617767387,0.71,0.879310344827586,0.714285714285714,0.910958904109589,"JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,OverTime,StockOptionLevel,WorkLifeBalance",2.5,FALSE,5,1234
"152","down",0.5,0.708387367684367,0.762424242424242,0.697995324371712,0.82,0.890804597701149,0.571428571428571,0.952054794520548,"JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,OverTime,StockOptionLevel,WorkLifeBalance",0,FALSE,1.5,1234
"153","rose",0.58,0.757489691773831,0.671969696969697,0.774032729398013,0.71,0.867816091954023,0.642857142857143,0.910958904109589,"JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,OverTime,StockOptionLevel,WorkLifeBalance",1.5,FALSE,4.5,1234
"154","up",0.58,0.804,0.707121212121212,0.822571595558154,0.68,0.890804597701149,0.785714285714286,0.910958904109589,"Department,JobInvolvement,JobLevel,OverTime,StockOptionLevel,WorkLifeBalance,YearsWithCurrManager",5,TRUE,1,1234
"155","down",0.58,0.788281748461785,0.718484848484848,0.801782583284629,0.64,0.850574712643678,0.785714285714286,0.863013698630137,"Department,JobInvolvement,JobLevel,OverTime,StockOptionLevel,WorkLifeBalance,YearsWithCurrManager",3.5,TRUE,1,1234
"156","rose",0.54,0.768658968302569,0.727272727272727,0.776709526592636,0.53,0.804597701149425,0.821428571428571,0.801369863013699,"Department,JobInvolvement,JobLevel,OverTime,StockOptionLevel,WorkLifeBalance,YearsWithCurrManager",5,TRUE,2.5,1234
"157","up",0.59,0.768362872889511,0.641818181818182,0.792758620689655,0.6,0.82183908045977,0.821428571428571,0.821917808219178,"Department,JobInvolvement,JobLevel,JobRole,OverTime,WorkLifeBalance",3.5,TRUE,1,1234
"158","down",0.55,0.739748345143324,0.665909090909091,0.753869082407948,0.54,0.816091954022989,0.821428571428571,0.815068493150685,"Department,JobInvolvement,JobLevel,JobRole,OverTime,WorkLifeBalance",3.5,FALSE,1,1234
"159","rose",0.56,0.745165718951389,0.617121212121212,0.769544126241964,0.7,0.896551724137931,0.75,0.924657534246575,"Department,JobInvolvement,JobLevel,JobRole,OverTime,WorkLifeBalance",4.5,FALSE,2,1234
"160","up",0.35,0.635146822966786,0.840909090909091,0.595616598480421,0.65,0.844827586206897,0.75,0.863013698630137,"Gender,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,OverTime,StockOptionLevel,WorkLifeBalance",2.5,TRUE,4.5,1234
"161","down",0.63,0.781028898025836,0.642121212121212,0.807872589129164,0.56,0.85632183908046,0.785714285714286,0.86986301369863,"Gender,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,OverTime,StockOptionLevel,WorkLifeBalance",0.5,TRUE,1,1234
"162","rose",0.42,0.673380923220482,0.784090909090909,0.652209234365868,0.68,0.867816091954023,0.714285714285714,0.897260273972603,"Gender,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,OverTime,StockOptionLevel,WorkLifeBalance",1,FALSE,4.5,1234
"163","up",0.58,0.768991047735689,0.707727272727272,0.780824079485681,0.5,0.764367816091954,0.821428571428571,0.753424657534247,"JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,OverTime,StockOptionLevel,WorkLifeBalance",5,TRUE,4.5,1234
"164","down",0.52,0.728183944245181,0.783181818181818,0.717843366452367,0.61,0.82183908045977,0.75,0.835616438356164,"JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,OverTime,StockOptionLevel,WorkLifeBalance",1.5,FALSE,3.5,1234
"165","rose",0.57,0.759101740880063,0.713333333333333,0.768030391583869,0.59,0.827586206896552,0.821428571428571,0.828767123287671,"JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,OverTime,StockOptionLevel,WorkLifeBalance",3.5,TRUE,4,1234
"166","up",0.6,0.80900416994722,0.674848484848485,0.834710695499708,0.69,0.885057471264368,0.714285714285714,0.917808219178082,"Gender,JobInvolvement,JobRole,OverTime,StockOptionLevel,YearsWithCurrManager",2.5,TRUE,1,1234
"167","down",0.6,0.792882512466101,0.683181818181818,0.814102863822326,0.57,0.82183908045977,0.785714285714286,0.828767123287671,"Gender,JobInvolvement,JobRole,OverTime,StockOptionLevel,YearsWithCurrManager",1,TRUE,1,1234
"168","rose",0.58,0.776038083573907,0.693333333333333,0.791911163062537,0.62,0.862068965517241,0.714285714285714,0.89041095890411,"Gender,JobInvolvement,JobRole,OverTime,StockOptionLevel,YearsWithCurrManager",2.5,TRUE,3.5,1234
"169","up",0.47,0.706311433820313,0.769696969696969,0.694149620105202,0.57,0.816091954022989,0.821428571428571,0.815068493150685,"Department,JobLevel,JobSatisfaction,MonthlyIncome_L,OverTime,StockOptionLevel,WorkLifeBalance,YearsWithCurrManager",5,TRUE,4,1234
"170","down",0.49,0.704755897705071,0.784090909090909,0.68958503798948,0.67,0.85632183908046,0.821428571428571,0.863013698630137,"Department,JobLevel,JobSatisfaction,MonthlyIncome_L,OverTime,StockOptionLevel,WorkLifeBalance,YearsWithCurrManager",2,TRUE,5,1234
"171","rose",0.52,0.740013763741871,0.701666666666667,0.747282291057861,0.49,0.798850574712644,0.821428571428571,0.794520547945205,"Department,JobLevel,JobSatisfaction,MonthlyIncome_L,OverTime,StockOptionLevel,WorkLifeBalance,YearsWithCurrManager",1.5,TRUE,4.5,1234
"172","up",0.53,0.753453007902487,0.731515151515151,0.757866744593805,0.62,0.862068965517241,0.821428571428571,0.86986301369863,"JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome_L,OverTime,StockOptionLevel,WorkLifeBalance,YearsWithCurrManager",4,TRUE,4,1234
"173","down",0.52,0.727106581518094,0.763939393939393,0.720075978959672,0.57,0.839080459770115,0.785714285714286,0.849315068493151,"JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome_L,OverTime,StockOptionLevel,WorkLifeBalance,YearsWithCurrManager",4.5,TRUE,5,1234
"174","rose",0.51,0.741426413553786,0.741969696969697,0.741186440677966,0.52,0.78735632183908,0.821428571428571,0.780821917808219,"JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome_L,OverTime,StockOptionLevel,WorkLifeBalance,YearsWithCurrManager",4,TRUE,4,1234
"175","up",0.58,0.799402268684571,0.655151515151515,0.827048509643483,0.7,0.885057471264368,0.607142857142857,0.938356164383562,"Age,Department,JobInvolvement,JobLevel,MaritalStatus,OverTime,WorkLifeBalance,YearsWithCurrManager",4.5,TRUE,4,1234
"176","down",0.56,0.773338057329484,0.696515151515151,0.788007013442431,0.71,0.896551724137931,0.607142857142857,0.952054794520548,"Age,Department,JobInvolvement,JobLevel,MaritalStatus,OverTime,WorkLifeBalance,YearsWithCurrManager",2,TRUE,3.5,1234
"177","rose",0.57,0.799160994955239,0.63560606060606,0.830438340151958,0.54,0.827586206896552,0.678571428571429,0.856164383561644,"Age,Department,JobInvolvement,JobLevel,MaritalStatus,OverTime,WorkLifeBalance,YearsWithCurrManager",3.5,TRUE,4,1234
"178","up",0.53,0.735308488612836,0.662272727272727,0.74926358854471,0.58,0.850574712643678,0.857142857142857,0.849315068493151,"Department,Gender,JobInvolvement,JobRole,JobSatisfaction,MonthlyIncome_L,OverTime,WorkLifeBalance",1.5,TRUE,2,1234
"179","down",0.52,0.723863354037267,0.687424242424242,0.730812390414962,0.58,0.816091954022989,0.785714285714286,0.821917808219178,"Department,Gender,JobInvolvement,JobRole,JobSatisfaction,MonthlyIncome_L,OverTime,WorkLifeBalance",4.5,TRUE,1.5,1234
"180","rose",0.53,0.724099145598227,0.682121212121212,0.732150789012274,0.56,0.810344827586207,0.857142857142857,0.801369863013699,"Department,Gender,JobInvolvement,JobRole,JobSatisfaction,MonthlyIncome_L,OverTime,WorkLifeBalance",0,FALSE,4,1234
"181","up",0.46,0.721504855218266,0.776363636363636,0.710905902980713,0.7,0.902298850574713,0.75,0.931506849315068,"Department,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome_L,OverTime,StockOptionLevel",4.5,TRUE,4,1234
"182","down",0.5,0.734095238095238,0.75560606060606,0.730046756282876,0.59,0.885057471264368,0.75,0.910958904109589,"Department,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome_L,OverTime,StockOptionLevel",2,TRUE,3,1234
"183","rose",0.43,0.693984369988045,0.811818181818181,0.671578024547048,0.55,0.839080459770115,0.821428571428571,0.842465753424658,"Department,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome_L,OverTime,StockOptionLevel",5,TRUE,4,1234
"184","up",0.57,0.779319977838043,0.682575757575757,0.797627118644067,0.56,0.850574712643678,0.785714285714286,0.863013698630137,"JobInvolvement,JobRole,MonthlyIncome_L,OverTime,StockOptionLevel",3.5,TRUE,3.5,1234
"185","down",0.62,0.812636048173096,0.621363636363636,0.849292811221507,0.55,0.764367816091954,0.785714285714286,0.76027397260274,"JobInvolvement,JobRole,MonthlyIncome_L,OverTime,StockOptionLevel",1.5,TRUE,3.5,1234
"186","rose",0.52,0.731077362727087,0.727727272727273,0.731642314436002,0.54,0.78735632183908,0.785714285714286,0.787671232876712,"JobInvolvement,JobRole,MonthlyIncome_L,OverTime,StockOptionLevel",1,TRUE,3,1234
"187","up",0.61,0.807143673636019,0.665454545454545,0.834178842781999,0.53,0.82183908045977,0.821428571428571,0.821917808219178,"Department,Gender,JobInvolvement,JobLevel,JobSatisfaction,OverTime,StockOptionLevel,YearsWithCurrManager",4.5,TRUE,1.5,1234
"188","down",0.56,0.76286898200799,0.716666666666667,0.771572180011689,0.64,0.85632183908046,0.714285714285714,0.883561643835616,"Department,Gender,JobInvolvement,JobLevel,JobSatisfaction,OverTime,StockOptionLevel,YearsWithCurrManager",2.5,TRUE,1.5,1234
"189","rose",0.48,0.709316478581635,0.76030303030303,0.699444769140853,0.59,0.850574712643678,0.821428571428571,0.856164383561644,"Department,Gender,JobInvolvement,JobLevel,JobSatisfaction,OverTime,StockOptionLevel,YearsWithCurrManager",4.5,TRUE,3,1234
"190","up",0.53,0.768184235849882,0.729090909090909,0.775797779076564,0.75,0.919540229885057,0.678571428571429,0.965753424657534,"Department,JobInvolvement,JobLevel,JobSatisfaction,OverTime,StockOptionLevel,YearsWithCurrManager",4,TRUE,1,1234
"191","down",0.5,0.72193876301286,0.765,0.713728813559322,0.56,0.833333333333333,0.821428571428571,0.835616438356164,"Department,JobInvolvement,JobLevel,JobSatisfaction,OverTime,StockOptionLevel,YearsWithCurrManager",4.5,TRUE,1.5,1234
"192","rose",0.59,0.78517464205523,0.652878787878788,0.810455873758036,0.6,0.879310344827586,0.785714285714286,0.897260273972603,"Department,JobInvolvement,JobLevel,JobSatisfaction,OverTime,StockOptionLevel,YearsWithCurrManager",4,TRUE,1.5,1234
"193","up",0.55,0.737948269326101,0.722424242424242,0.740713033313852,0.71,0.896551724137931,0.678571428571429,0.938356164383562,"Gender,JobInvolvement,JobRole,JobSatisfaction,MonthlyIncome_L,OverTime,StockOptionLevel,YearsWithCurrManager",5,TRUE,5,1234
"194","down",0.61,0.777200244947949,0.661212121212121,0.799631794272355,0.64,0.879310344827586,0.678571428571429,0.917808219178082,"Gender,JobInvolvement,JobRole,JobSatisfaction,MonthlyIncome_L,OverTime,StockOptionLevel,YearsWithCurrManager",2,TRUE,4,1234
"195","rose",0.52,0.74134960487563,0.725151515151515,0.744453535943893,0.67,0.908045977011494,0.642857142857143,0.958904109589041,"Gender,JobInvolvement,JobRole,JobSatisfaction,MonthlyIncome_L,OverTime,StockOptionLevel,YearsWithCurrManager",4.5,TRUE,4,1234
"196","up",0.52,0.765855130784708,0.762121212121212,0.766487434248977,0.64,0.867816091954023,0.785714285714286,0.883561643835616,"JobInvolvement,JobRole,OverTime,StockOptionLevel,WorkLifeBalance,YearsWithCurrManager",3,TRUE,1.5,1234
"197","down",0.53,0.748574694544076,0.760757575757575,0.74624780829924,0.56,0.850574712643678,0.75,0.86986301369863,"JobInvolvement,JobRole,OverTime,StockOptionLevel,WorkLifeBalance,YearsWithCurrManager",1,TRUE,1.5,1234
"198","rose",0.5,0.742219520018663,0.753787878787879,0.740087668030391,0.51,0.850574712643678,0.785714285714286,0.863013698630137,"JobInvolvement,JobRole,OverTime,StockOptionLevel,WorkLifeBalance,YearsWithCurrManager",3,TRUE,2.5,1234
"199","up",0.52,0.754390225410434,0.751363636363636,0.754763296317942,0.5,0.78735632183908,0.857142857142857,0.773972602739726,"Gender,JobInvolvement,JobLevel,JobSatisfaction,OverTime,StockOptionLevel,WorkLifeBalance,YearsWithCurrManager",4.5,TRUE,1,1234
"200","down",0.52,0.739361910593999,0.760909090909091,0.735300993571011,0.64,0.85632183908046,0.714285714285714,0.883561643835616,"Gender,JobInvolvement,JobLevel,JobSatisfaction,OverTime,StockOptionLevel,WorkLifeBalance,YearsWithCurrManager",4.5,TRUE,1.5,1234
"201","rose",0.46,0.715666170938675,0.765151515151515,0.706376388077148,0.57,0.781609195402299,0.821428571428571,0.773972602739726,"Gender,JobInvolvement,JobLevel,JobSatisfaction,OverTime,StockOptionLevel,WorkLifeBalance,YearsWithCurrManager",3,TRUE,1,1234
"202","up",0.55,0.788561514011606,0.746969696969697,0.796697837521917,0.68,0.890804597701149,0.75,0.917808219178082,"Department,Gender,JobInvolvement,JobLevel,OverTime,StockOptionLevel,WorkLifeBalance,YearsWithCurrManager",4.5,TRUE,1.5,1234
"203","down",0.55,0.767264747907736,0.766212121212121,0.767469316189363,0.73,0.885057471264368,0.75,0.910958904109589,"Department,Gender,JobInvolvement,JobLevel,OverTime,StockOptionLevel,WorkLifeBalance,YearsWithCurrManager",1,TRUE,1,1234
"204","rose",0.55,0.77478593298924,0.740454545454545,0.781157218001169,0.58,0.850574712643678,0.785714285714286,0.863013698630137,"Department,Gender,JobInvolvement,JobLevel,OverTime,StockOptionLevel,WorkLifeBalance,YearsWithCurrManager",4.5,TRUE,1.5,1234
"205","up",0.56,0.788764004315749,0.722272727272727,0.801309175920514,0.65,0.879310344827586,0.785714285714286,0.897260273972603,"Gender,JobInvolvement,JobRole,OverTime,StockOptionLevel,WorkLifeBalance,YearsWithCurrManager",4,TRUE,1,1234
"206","down",0.54,0.750454728370221,0.726818181818181,0.755061367621274,0.62,0.862068965517241,0.75,0.883561643835616,"Gender,JobInvolvement,JobRole,OverTime,StockOptionLevel,WorkLifeBalance,YearsWithCurrManager",2,TRUE,4,1234
"207","rose",0.53,0.756488146268918,0.742727272727272,0.759152542372882,0.65,0.873563218390805,0.75,0.897260273972603,"Gender,JobInvolvement,JobRole,OverTime,StockOptionLevel,WorkLifeBalance,YearsWithCurrManager",2,TRUE,1.5,1234
"208","up",0.56,0.761275362318841,0.734848484848485,0.766428988895383,0.69,0.885057471264368,0.714285714285714,0.917808219178082,"Department,JobLevel,JobRole,JobSatisfaction,OverTime,StockOptionLevel,WorkLifeBalance,YearsWithCurrManager",4,TRUE,1,1234
"209","down",0.54,0.726817776222552,0.739393939393939,0.724319111630626,0.69,0.862068965517241,0.75,0.883561643835616,"Department,JobLevel,JobRole,JobSatisfaction,OverTime,StockOptionLevel,WorkLifeBalance,YearsWithCurrManager",2.5,TRUE,2,1234
"210","rose",0.49,0.722331087977138,0.736666666666666,0.719468147282291,0.71,0.896551724137931,0.607142857142857,0.952054794520548,"Department,JobLevel,JobRole,JobSatisfaction,OverTime,StockOptionLevel,WorkLifeBalance,YearsWithCurrManager",0.5,TRUE,1,1234
"211","up",0.56,0.768279124019479,0.727727272727273,0.77624780829924,0.64,0.879310344827586,0.785714285714286,0.897260273972603,"Gender,JobInvolvement,JobRole,MonthlyIncome_L,OverTime,StockOptionLevel,WorkLifeBalance,YearsWithCurrManager",4.5,TRUE,5,1234
"212","down",0.53,0.737221182165457,0.76560606060606,0.731753360607832,0.62,0.867816091954023,0.785714285714286,0.883561643835616,"Gender,JobInvolvement,JobRole,MonthlyIncome_L,OverTime,StockOptionLevel,WorkLifeBalance,YearsWithCurrManager",2.5,TRUE,3,1234
"213","rose",0.58,0.783030122765579,0.68530303030303,0.801706604324956,0.57,0.873563218390805,0.75,0.897260273972603,"Gender,JobInvolvement,JobRole,MonthlyIncome_L,OverTime,StockOptionLevel,WorkLifeBalance,YearsWithCurrManager",3.5,TRUE,3,1234
"214","up",0.58,0.779912401947919,0.697272727272727,0.795897136177674,0.71,0.902298850574713,0.678571428571429,0.945205479452055,"JobInvolvement,JobRole,MonthlyIncome_L,OverTime,StockOptionLevel,WorkLifeBalance,YearsWithCurrManager",5,TRUE,3.5,1234
"215","down",0.57,0.762478115067215,0.718030303030303,0.771186440677966,0.73,0.896551724137931,0.678571428571429,0.938356164383562,"JobInvolvement,JobRole,MonthlyIncome_L,OverTime,StockOptionLevel,WorkLifeBalance,YearsWithCurrManager",4,TRUE,4.5,1234
"216","rose",0.56,0.778460793747995,0.706363636363636,0.792150789012273,0.65,0.873563218390805,0.714285714285714,0.904109589041096,"JobInvolvement,JobRole,MonthlyIncome_L,OverTime,StockOptionLevel,WorkLifeBalance,YearsWithCurrManager",5,TRUE,4,1234
"217","up",0.55,0.75006992680722,0.734242424242424,0.753156049094097,0.69,0.879310344827586,0.678571428571429,0.917808219178082,"JobInvolvement,JobRole,MonthlyIncome_L,OverTime,StockOptionLevel,YearsWithCurrManager",4.5,TRUE,5,1234
